184681220	67438335	10	900	6	65537	1
184681220	67438335	10	900	6	65537	1
1677787648	3355706752	0	65535	6	262148	4
1677787648	3355706752	0	65535	6	262148	4
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
184681220	67438335	100	1000	17	131074	2
1677852671	3355706879	65535	0	6	327685	5
1677852671	3355706879	65535	0	6	327685	5
184681220	67438335	1	1000	6	65537	1
184681220	67438335	1	1000	6	65537	1
1677787651	3355706878	5	65535	255	196611	3
1677787651	3355706878	5	65535	0	196611	3
1677787651	3355706878	5	65535	0	196611	3
184681220	67438080	14	1000	17	131074	2
184681220	67438080	14	1000	17	131074	2
184681220	67438335	1	1000	6	65537	1
184681220	67438335	1	1000	6	65537	1
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
1677787651	3355706879	5	0	255	196611	3
